"id","no answer","very important","quite important","not important","not at all important"
115,0.00448918249458075,0.710551381111145,0.254441648721695,0.0231081992387772,0.00740964151918888
116,0.0163034833967686,0.0283535793423653,0.348661631345749,0.433741301298141,0.172940000891685
117,0.0124724386259913,0.0484525598585606,0.379221558570862,0.417301952838898,0.14255154132843
118,0.00612345989793539,0.340998947620392,0.571041226387024,0.0596836246550083,0.0221527237445116
119,0.0120082832872868,0.0399673245847225,0.18636728823185,0.413141399621964,0.348515719175339
120,0.00280194915831089,0.759584665298462,0.217384234070778,0.0148793607950211,0.00534976599738002
121,0.00985828228294849,0.343466609716415,0.581744134426117,0.0530618168413639,0.0118691409006715
122,0.00950448866933584,0.0343259088695049,0.174553066492081,0.372657716274261,0.408958852291107
123,0.0250946208834648,0.0142616601660848,0.27150171995163,0.449495911598206,0.239646032452583
124,0.00800992175936699,0.216833889484406,0.538854241371155,0.181550085544586,0.0547518394887447
125,0.00270425388589501,0.654714465141296,0.299501746892929,0.0333091206848621,0.00977036915719509
126,0.0183509886264801,0.0561402998864651,0.434689670801163,0.335142642259598,0.155676424503326
127,0.00578246265649796,0.490632385015488,0.458337992429733,0.0310291089117527,0.0142180016264319
128,0.00525276316329837,0.616546750068665,0.259191900491714,0.0597642995417118,0.0592442899942398
129,0.00545486900955439,0.0922285988926888,0.746008992195129,0.139903575181961,0.0164039433002472
130,0.00468991184607148,0.0824865400791168,0.530571222305298,0.332883477210999,0.0493688620626926
131,0.0157766621559858,0.0947305485606194,0.351989537477493,0.247704192996025,0.289799094200134
132,0.00241631991229951,0.737558603286743,0.234771922230721,0.0217542797327042,0.00349886529147625
133,0.0125836823135614,0.117296047508717,0.563526570796967,0.230576857924461,0.0760168731212616
134,0.00648958003148437,0.411386430263519,0.483260065317154,0.0650870129466057,0.0337769463658333
135,0.00887578539550304,0.548127889633179,0.387730449438095,0.0426550582051277,0.0126107884570956
136,0.038747314363718,0.0885320976376534,0.199106857180595,0.492174953222275,0.181438818573952
137,0.00791292823851109,0.232014402747154,0.692619860172272,0.0533561035990715,0.0140967238694429
138,0.00456902664154768,0.116945669054985,0.131970942020416,0.488778084516525,0.257736295461655
139,0.0123936934396625,0.132924899458885,0.495013356208801,0.326996922492981,0.0326711609959602
140,0.0160996727645397,0.470615178346634,0.437773019075394,0.0453875288367271,0.0301245972514153
141,0.010895867832005,0.161732107400894,0.596634209156036,0.192226782441139,0.0385109968483448
142,0.00214165099896491,0.674301266670227,0.299437373876572,0.0119843417778611,0.0121353678405285
143,0.0139291640371084,0.285391002893448,0.541600227355957,0.1091328561306,0.0499467551708221
144,0.00426504435017705,0.794217526912689,0.172485917806625,0.0198156926780939,0.00921584293246269
145,0.0470250844955444,0.0671473443508148,0.381591111421585,0.28160086274147,0.222635567188263
146,0.0147138647735119,0.414348959922791,0.404308170080185,0.131238400936127,0.0353906229138374
147,0.0174540262669325,0.17943474650383,0.562407314777374,0.208791553974152,0.0319123528897762
148,0.014936026185751,0.0616472885012627,0.500007092952728,0.394187271595001,0.0292223133146763
149,0.00618878565728664,0.671276569366455,0.27188166975975,0.0406254231929779,0.0100275492295623
150,0.0637292489409447,0.0582413487136364,0.494382679462433,0.309125989675522,0.0745206996798515
151,0.0113903423771262,0.0248142499476671,0.132518529891968,0.318968951702118,0.51230788230896
152,0.00146030203904957,0.860586762428284,0.111952871084213,0.0171961337327957,0.00880390591919422
153,0.00254204240627587,0.406084835529327,0.512082874774933,0.0698242038488388,0.00946602039039135
154,0.00179963116534054,0.797585666179657,0.191685393452644,0.00601283181458712,0.00291647738777101
155,0.010029855184257,0.072707861661911,0.329026281833649,0.485612660646439,0.102623373270035
156,0.00643304083496332,0.353104948997498,0.507304131984711,0.10947971791029,0.0236781630665064
157,0.00117898359894753,0.859553754329681,0.128064200282097,0.00929232500493526,0.00191074062604457
158,0.00879695545881987,0.128725841641426,0.694993793964386,0.142490386962891,0.0249930061399937
159,0.0149225993081927,0.0245462525635958,0.158636540174484,0.53680032491684,0.26509428024292
160,0.061703659594059,0.204199776053429,0.507034122943878,0.205425024032593,0.0216374713927507
161,0.0015237006591633,0.951888084411621,0.0394550003111362,0.00493838870897889,0.00219487911090255
162,0.0259075649082661,0.0276857633143663,0.21923066675663,0.477810859680176,0.249365136027336
163,0.00528852874413133,0.496866792440414,0.449601948261261,0.0359449051320553,0.0122978109866381
164,0.0290114395320415,0.137384802103043,0.530139446258545,0.274587720632553,0.0288766119629145
165,0.00500734290108085,0.222461938858032,0.703230559825897,0.0601819418370724,0.00911820959299803
166,0.00309891579672694,0.58572906255722,0.34301096200943,0.0468546152114868,0.0213064588606358
167,0.00114285119343549,0.874895453453064,0.105210714042187,0.0101137943565845,0.00863717216998339
168,0.00611737230792642,0.415768146514893,0.511343836784363,0.0569195747375488,0.00985110923647881
169,0.0140395388007164,0.264911472797394,0.429809659719467,0.266530603170395,0.0247087758034468
170,0.00351427006535232,0.631407201290131,0.236900597810745,0.113738812506199,0.0144390845671296
171,0.00206966605037451,0.478082090616226,0.373832672834396,0.133654028177261,0.0123615078628063
172,0.00389885413460433,0.0556214600801468,0.750953197479248,0.18011137843132,0.00941511057317257
173,0.00694952718913555,0.2048060297966,0.554428339004517,0.196597144007683,0.0372189804911613
174,0.00613208580762148,0.0607476346194744,0.710894346237183,0.186575651168823,0.0356503129005432
175,0.0129548907279968,0.291358083486557,0.567750871181488,0.117013894021511,0.0109222857281566
176,0.00402740156278014,0.0175114702433348,0.221306070685387,0.579664647579193,0.177490383386612
177,0.0111903687939048,0.130008786916733,0.765821695327759,0.0688052102923393,0.0241739116609097
178,0.00245110387913883,0.932561576366425,0.054266843944788,0.00645439373329282,0.00426603714004159
179,0.00416348781436682,0.615721344947815,0.304798930883408,0.0542675778269768,0.0210486389696598
180,0.00543185928836465,0.350028902292252,0.566737353801727,0.0650463178753853,0.0127556063234806
181,0.00537118967622519,0.161203548312187,0.63961136341095,0.178572505712509,0.0152413612231612
182,0.00205468735657632,0.92328679561615,0.0647521838545799,0.0078746797516942,0.00203165109269321
183,0.00276728277094662,0.619994521141052,0.346328556537628,0.025808934122324,0.0051007135771215
184,0.00438272999599576,0.0111427465453744,0.320163190364838,0.588534295558929,0.0757770016789436
185,0.00464058667421341,0.518653571605682,0.397256731987,0.0565822497010231,0.0228668861091137
186,0.00337977847084403,0.79706734418869,0.162853196263313,0.0260008219629526,0.0106988549232483
187,0.00436523370444775,0.502302646636963,0.45743790268898,0.0306256711483002,0.0052685160189867
188,0.00825705006718636,0.143128991127014,0.564147770404816,0.262777090072632,0.0216890927404165
189,0.00265568774193525,0.869647800922394,0.103923574090004,0.0186005309224129,0.00517241703346372
190,0.0370345711708069,0.0354372598230839,0.21062071621418,0.613967418670654,0.102940008044243
191,0.00595359550788999,0.706660866737366,0.259685635566711,0.0188054516911507,0.00889447890222073
192,0.00812291353940964,0.235319450497627,0.326105028390884,0.172955900430679,0.257496654987335
193,0.011002398096025,0.0543049909174442,0.249348923563957,0.549773037433624,0.135570645332336
194,0.00582132115960121,0.717485249042511,0.142246127128601,0.105905532836914,0.0285417623817921
195,0.0115027176216245,0.116732753813267,0.282980114221573,0.505238056182861,0.0835463404655457
196,0.00256725237704813,0.340203791856766,0.612312912940979,0.0377795957028866,0.0071364208124578
197,0.0018745947163552,0.931122362613678,0.0604170374572277,0.00288526923395693,0.0037007792852819
198,0.0101954936981201,0.0226013828068972,0.0788028538227081,0.748863458633423,0.139536812901497
199,0.00179417768958956,0.593601286411285,0.36519792675972,0.0285395924001932,0.0108670499175787
200,0.0499078929424286,0.098728135228157,0.377782106399536,0.347342312335968,0.126239597797394
201,0.0072267409414053,0.0056710815988481,0.0620617978274822,0.279954820871353,0.645085573196411
202,0.0100211584940553,0.395865172147751,0.470348805189133,0.113641813397408,0.0101230386644602
203,0.00307984836399555,0.783516585826874,0.194616243243217,0.0119156530126929,0.00687164813280106
204,0.00458906125277281,0.728788077831268,0.223016113042831,0.0257902611047029,0.0178164932876825
205,0.00562785705551505,0.192155539989471,0.456342071294785,0.287698090076447,0.0581763982772827
206,0.00313646369613707,0.807364881038666,0.113716602325439,0.0494212098419666,0.0263608600944281
207,0.00182611728087068,0.489852488040924,0.484841018915176,0.0186576023697853,0.00482281437143683
208,0.0095712523907423,0.152945920825005,0.490694731473923,0.251219421625137,0.0955686420202255
209,0.00549509981647134,0.216994807124138,0.654198110103607,0.108614221215248,0.014697777107358
210,0.00525257363915443,0.340719789266586,0.308952003717422,0.204301446676254,0.140774175524712
211,0.0043174996972084,0.203467011451721,0.355464667081833,0.267840832471848,0.168909996747971
212,0.00390352006070316,0.00774594955146313,0.0923407003283501,0.655301511287689,0.240708336234093
213,0.0149335060268641,0.244291186332703,0.540267050266266,0.186971932649612,0.0135362828150392
214,0.00663432478904724,0.107542298734188,0.548995018005371,0.312323153018951,0.0245051942765713
215,0.00795369874686003,0.281174063682556,0.608192026615143,0.0852545723319054,0.0174256600439548
216,0.00521644949913025,0.0122072845697403,0.124981164932251,0.638445019721985,0.219150096178055
217,0.00278944289311767,0.913400709629059,0.066496767103672,0.0127013614401221,0.00461177946999669
218,0.00289232796058059,0.907909095287323,0.0717481970787048,0.0133362635970116,0.00411408813670278
219,0.00294685689732432,0.631545722484589,0.314487129449844,0.0400217548012733,0.0109985545277596
220,0.00767355784773827,0.0200356151908636,0.0773850157856941,0.539192914962769,0.355712860822678
221,0.0042453333735466,0.80260819196701,0.106050066649914,0.0580380037426949,0.0290584247559309
222,0.0131744714453816,0.135002985596657,0.359840244054794,0.316667526960373,0.175314739346504
223,0.00254708318971097,0.786022543907166,0.185876950621605,0.0205118209123611,0.00504157086834311
224,0.016456289216876,0.0164690241217613,0.0479111559689045,0.287085324525833,0.632078170776367
225,0.00502901012077928,0.262853145599365,0.497365891933441,0.202394336462021,0.0323576331138611
226,0.0127788763493299,0.243524566292763,0.584082901477814,0.126005440950394,0.0336082018911839
227,0.00465684197843075,0.324677437543869,0.53936356306076,0.114227935671806,0.0170741807669401
228,0.10961689054966,0.676353812217712,0.164139077067375,0.0295568965375423,0.0203333254903555
229,0.00320023996755481,0.685381054878235,0.214962065219879,0.0721052810549736,0.0243513472378254
230,0.0032289382070303,0.293409556150436,0.474955350160599,0.14426863193512,0.084137536585331
231,0.00759499985724688,0.199785903096199,0.597736120223999,0.174347221851349,0.0205357857048512
232,0.00154846196528524,0.86628395318985,0.106430917978287,0.0209639482200146,0.00477266125380993
233,0.0462602488696575,0.11998525261879,0.398054093122482,0.234574928879738,0.201125487685204
234,0.011990730650723,0.0483499094843864,0.468918263912201,0.360538512468338,0.110202632844448
235,0.00615035044029355,0.0421737097203732,0.265913128852844,0.5708988904953,0.114863894879818
236,0.00501487450674176,0.0933079943060875,0.700073540210724,0.186083689332008,0.0155198713764548
237,0.00214073690585792,0.887763619422913,0.0973040834069252,0.00975272338837385,0.00303881894797087
238,0.00787126552313566,0.195272147655487,0.541998684406281,0.227077350020409,0.0277805496007204
239,0.00485000433400273,0.717301487922668,0.231313124299049,0.02609190531075,0.0204434413462877
240,0.00848868489265442,0.104714274406433,0.590681731700897,0.28385329246521,0.0122620202600956
241,0.0756710320711136,0.486070364713669,0.305691331624985,0.105586178600788,0.0269811134785414
242,0.00355520565062761,0.848564326763153,0.132735222578049,0.00996356830000877,0.00518173538148403
243,0.00392298493534327,0.468279123306274,0.424144923686981,0.0646942034363747,0.0389588177204132
244,0.00336630898527801,0.837415754795074,0.106091640889645,0.0440045036375523,0.00912180170416832
245,0.0039496012032032,0.57470965385437,0.392540812492371,0.0219973009079695,0.00680261244997382
246,0.000966999738011509,0.967363178730011,0.0181438867002726,0.0105509283021092,0.00297502148896456
247,0.0620073899626732,0.356505781412125,0.360023885965347,0.157771185040474,0.0636917129158974
248,0.00830067042261362,0.522388637065887,0.424830168485641,0.0276943650096655,0.016786128282547
249,0.00654008239507675,0.0825465843081474,0.669004440307617,0.227809935808182,0.0140989450737834
250,0.00405347254127264,0.20648367702961,0.745236396789551,0.0370704866945744,0.00715598789975047
251,0.0058460021391511,0.853525042533875,0.108780473470688,0.0213711783289909,0.010477252304554
252,0.00428221374750137,0.507607340812683,0.455017507076263,0.0265246573835611,0.00656826887279749
253,0.00254790345206857,0.225901246070862,0.626185894012451,0.127602934837341,0.0177620444446802
254,0.0160820279270411,0.194235622882843,0.401168763637543,0.174540132284164,0.213973492383957
255,0.00581048848107457,0.582322061061859,0.307046681642532,0.0443303696811199,0.0604904145002365
256,0.00108843087218702,0.954734563827515,0.0279156435281038,0.0107945669442415,0.0054668034426868
257,0.0221898332238197,0.0186916179955006,0.202790886163712,0.416724354028702,0.339603364467621
258,0.00140036584343761,0.937941670417786,0.0523446872830391,0.00423199683427811,0.00408130092546344
259,0.00667994562536478,0.690022468566895,0.246025249361992,0.0292407479137182,0.028031550347805
260,0.00971405766904354,0.0613151416182518,0.343101650476456,0.31543818116188,0.270431011915207
261,0.00999380461871624,0.52929162979126,0.321913599967957,0.116018235683441,0.0227827597409487
262,0.0085211293771863,0.549250185489655,0.285555183887482,0.0882279649376869,0.0684455037117004
263,0.0265505891293287,0.0576531141996384,0.288974851369858,0.489307761192322,0.137513697147369
264,0.0232879128307104,0.0489251129329205,0.472668319940567,0.292970508337021,0.162148118019104
265,0.00910936389118433,0.140207976102829,0.19244384765625,0.356596887111664,0.301641881465912
266,0.00846277736127377,0.13909949362278,0.506515443325043,0.24270386993885,0.10321844369173
267,0.00401762360706925,0.621497273445129,0.346179246902466,0.0214226003736258,0.0068832291290164
268,0.00372471055015922,0.455068588256836,0.4648078083992,0.0685411766171455,0.00785766169428825
269,0.00420370791107416,0.566867768764496,0.386351615190506,0.0377952381968498,0.00478162663057446
270,0.0163571164011955,0.311832904815674,0.470338195562363,0.0917566865682602,0.109715037047863
271,0.00483508594334126,0.658174276351929,0.28240504860878,0.036231454461813,0.0183541215956211
272,0.00311248516663909,0.731635391712189,0.222119122743607,0.02304607629776,0.0200869385153055
273,0.0196537915617228,0.107425883412361,0.608083307743073,0.202215656638145,0.0626213178038597
274,0.0130079053342342,0.00851173978298903,0.116572268307209,0.568356513977051,0.293551564216614
275,0.00300798076204956,0.691645264625549,0.250585347414017,0.0330061316490173,0.0217552352696657
276,0.0043794303201139,0.755621135234833,0.226075485348701,0.0101832244545221,0.00374076329171658
277,0.00305338413454592,0.700904369354248,0.273485332727432,0.0180221404880285,0.00453477073460817
278,0.00298202130943537,0.605181097984314,0.307503789663315,0.0758231207728386,0.00851001404225826
279,0.0124251646921039,0.239808544516563,0.615141808986664,0.100820943713188,0.0318035446107388
280,0.00172350008506328,0.921614408493042,0.0450387112796307,0.0140672344714403,0.0175561904907227
281,0.00908066891133785,0.379150688648224,0.567528009414673,0.0327131897211075,0.0115273976698518
282,0.0236113276332617,0.0765363648533821,0.406727343797684,0.297645717859268,0.195479318499565
283,0.022987075150013,0.316780596971512,0.520630598068237,0.101683393120766,0.037918359041214
284,0.00148007913958281,0.70097154378891,0.264004915952682,0.028783930465579,0.00475954031571746
285,0.0172068066895008,0.189736247062683,0.622099161148071,0.140199840068817,0.0307579413056374
286,0.00225529237650335,0.860794961452484,0.126332700252533,0.00703122746199369,0.00358576490543783
287,0.0805464088916779,0.59374463558197,0.222677484154701,0.0793981030583382,0.0236333664506674
288,0.0050312876701355,0.0102083878591657,0.135866969823837,0.461754590272903,0.387138783931732
289,0.00736296642571688,0.226469099521637,0.677847266197205,0.0778892338275909,0.0104314461350441
290,0.0232245940715075,0.179240971803665,0.387737095355988,0.365600168704987,0.0441971756517887
291,0.0183211117982864,0.0727811604738235,0.540402352809906,0.260668933391571,0.107826419174671
292,0.0311067439615726,0.0400152020156384,0.16741181910038,0.437435686588287,0.324030578136444
293,0.00844088476151228,0.78332930803299,0.143133565783501,0.0473900251090527,0.0177062302827835
294,0.00950767286121845,0.218385398387909,0.5049147605896,0.210274621844292,0.0569175332784653
295,0.301724880933762,0.0624257959425449,0.143202915787697,0.259597927331924,0.233048528432846
296,0.0121334213763475,0.231041803956032,0.423757821321487,0.217534691095352,0.115532293915749
297,0.00497541204094887,0.94141161441803,0.036162406206131,0.0111108608543873,0.00633970415219665
298,0.0254995878785849,0.10537800937891,0.437641769647598,0.378039807081223,0.0534407906234264
299,0.00294292229227722,0.372673779726028,0.563296258449554,0.0506981611251831,0.0103888362646103
300,0.0134079549461603,0.314035654067993,0.468967437744141,0.166691645979881,0.0368973203003407
301,0.01424624864012,0.133020609617233,0.485553920269012,0.332445949316025,0.0347332768142223
302,0.156070575118065,0.0257515124976635,0.042523019015789,0.115230612456799,0.660424292087555
303,0.00799846928566694,0.0895364508032799,0.444183588027954,0.417107909917831,0.0411736033856869
304,0.010108221322298,0.0652664005756378,0.515964448451996,0.303750962018967,0.104909978806973
305,0.00462206592783332,0.60899144411087,0.326775550842285,0.0513602234423161,0.00825074035674334
306,0.00508829392492771,0.578715622425079,0.330584347248077,0.0481139682233334,0.0374977923929691
307,0.00106135988608003,0.964971601963043,0.0262322966009378,0.00560138886794448,0.00213340995833278
308,0.00153011980000883,0.904793262481689,0.0733930170536041,0.0170195400714874,0.00326401111669838
309,0.00428658071905375,0.454322427511215,0.484068065881729,0.0452748872339725,0.012048096396029
310,0.0215151831507683,0.0510197468101978,0.361076802015305,0.52518367767334,0.0412045978009701
311,0.00245330552570522,0.677164375782013,0.300091475248337,0.0150330858305097,0.00525774899870157
312,0.00839516334235668,0.443201780319214,0.481752455234528,0.0549875646829605,0.0116630243137479
313,0.113649591803551,0.338769435882568,0.436486124992371,0.0957670137286186,0.0153278401121497
